date,amount,category,subcategory,description,payment_mode
2025-09-21 08:02:38,13055.02,Shopping,Electronics,Paid for electronics,Credit Card
2026-01-22 09:25:08,46.83,Travel,Metro Fare,Paid for metro fare,UPI
2026-06-14 11:07:58,2265.16,Travel,Train/Flight Home,Paid for train/flight home,Debit Card
2026-02-07 23:53:27,321.55,Food,Zomato/Swiggy,Pizza party,UPI
2026-01-23 08:22:08,118.59,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2026-05-12 11:02:05,449.78,Food,Restaurant,Paid for restaurant,UPI
2025-12-26 23:06:13,175.68,Other,Laundry Services,Paid for laundry services,Credit Card
2026-02-09 23:16:19,1346.12,Education,Exam Registration,Paid for exam registration,UPI
2026-03-12 08:16:09,34.05,Snacks,Tea/Coffee,Chai at tapri,UPI
2026-05-02 16:16:18,575.68,Travel,Uber/Ola Cab,Paid for uber/ola cab,UPI
2026-06-07 22:34:40,674.43,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,UPI
2026-06-05 23:30:28,608.43,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,UPI
2026-05-05 08:48:05,474.61,Other,Miscellaneous,Paid for miscellaneous,UPI
2025-12-04 19:44:36,39.08,Travel,Auto/E-Rickshaw,Shared auto to market,UPI
2025-09-06 23:31:47,411.07,Food,Restaurant,Paid for restaurant,UPI
2026-04-05 15:47:17,39.22,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2026-05-31 10:11:53,4250.85,Travel,Train/Flight Home,Paid for train/flight home,Credit Card
2026-06-12 22:56:00,43.87,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2025-12-17 08:37:18,1184.53,Entertainment,Weekend Outing,Paid for weekend outing,Cash
2026-01-03 20:55:07,1717.37,Entertainment,Weekend Outing,Paid for weekend outing,Credit Card
2026-04-09 19:44:30,339.56,Food,Restaurant,Paid for restaurant,UPI
2026-06-21 22:50:06,71.95,Shopping,Toiletries,Paid for toiletries,UPI
2026-04-16 22:00:19,47.25,Travel,Auto/E-Rickshaw,Rickshaw from metro station,UPI
2025-12-28 18:58:26,448.59,Food,Zomato/Swiggy,Burger & Fries,Credit Card
2026-05-19 20:54:29,33.3,Travel,Auto/E-Rickshaw,Rickshaw from metro station,UPI
2026-04-16 15:14:58,508.98,Food,Restaurant,Paid for restaurant,UPI
2026-03-10 20:41:52,1450.28,Shopping,Electronics,Paid for electronics,UPI
2026-04-18 08:21:10,416.13,Food,Restaurant,Paid for restaurant,UPI
2026-06-07 08:33:53,211.24,Shopping,Toiletries,Paid for toiletries,Debit Card
2026-05-22 21:15:02,300,Medical,Doctor Consultation,Paid for doctor consultation,UPI
2026-06-27 11:49:19,829.63,Medical,Pharmacy,Paid for pharmacy,Debit Card
2026-02-06 20:07:50,2390.94,Food,Hostel Mess,Paid for hostel mess,Debit Card
2026-05-10 23:01:24,130.09,Food,Groceries,Paid for groceries,UPI
2026-03-24 17:00:51,399.34,Other,Laundry Services,Paid for laundry services,UPI
2026-06-15 08:50:56,524.2,Travel,Uber/Ola Cab,Paid for uber/ola cab,UPI
2026-04-14 17:08:09,14.56,Travel,Metro Fare,Paid for metro fare,UPI
2026-02-17 14:31:54,643.83,Food,Restaurant,Paid for restaurant,UPI
2025-12-23 12:52:49,651.42,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,Cash
2025-11-29 18:33:53,11.54,Snacks,Tea/Coffee,Cold coffee at canteen,UPI
2026-04-28 23:56:50,115.4,Education,Reference Books,Paid for reference books,UPI
2025-11-25 21:01:19,76.59,Snacks,Chips & Biscuits,Paid for chips & biscuits,Cash
2026-04-06 15:07:32,714.07,Food,Restaurant,Paid for restaurant,UPI
2026-05-03 23:30:43,50.31,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2025-12-18 16:57:45,299,Recharge,Mobile Data,Paid for mobile data,UPI
2025-12-29 18:26:45,259.08,Medical,First Aid,Paid for first aid,UPI
2025-10-24 13:56:39,79.12,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-01-22 09:18:57,54.66,Travel,Metro Fare,Paid for metro fare,Cash
2025-12-21 13:54:42,4891.93,Travel,Train/Flight Home,Paid for train/flight home,Debit Card
2026-01-01 12:09:10,236.15,Education,Stationery,Paid for stationery,UPI
2025-08-04 12:49:57,104.83,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2025-12-27 21:47:48,533.32,Food,Restaurant,Paid for restaurant,UPI
2025-12-14 13:00:17,2150.38,Shopping,Electronics,Paid for electronics,Debit Card
2026-06-25 16:40:51,19.69,Snacks,Tea/Coffee,Chai & biscuits,UPI
2026-03-03 15:15:43,671.95,Food,Restaurant,Paid for restaurant,UPI
2025-10-29 15:00:03,42.08,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2025-09-29 16:26:05,839,Recharge,Mobile Data,Paid for mobile data,Cash
2026-01-18 20:31:54,95.34,Education,Stationery,Paid for stationery,UPI
2026-06-24 17:22:17,37.96,Travel,Metro Fare,Paid for metro fare,UPI
2026-02-05 20:16:51,13.04,Travel,Auto/E-Rickshaw,Shared auto to market,UPI
2026-05-16 10:01:37,406.69,Entertainment,Movie Ticket,IMAX show,UPI
2026-03-12 13:07:37,69.41,Snacks,Maggi & Noodles,Paid for maggi & noodles,Cash
2025-08-30 23:54:51,468.5,Food,Restaurant,Paid for restaurant,Debit Card
2025-12-10 17:00:14,41.75,Travel,Metro Fare,Paid for metro fare,UPI
2026-05-03 08:27:00,307.8,Food,Zomato/Swiggy,Burger & Fries,UPI
2026-01-17 21:59:27,653.63,Shopping,Footwear,Paid for footwear,Credit Card
2025-10-21 14:06:25,447.9,Medical,First Aid,Paid for first aid,Cash
2026-04-25 18:17:56,96.08,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2026-06-05 08:25:32,211.1,Food,Zomato/Swiggy,Pizza party,Credit Card
2025-10-28 16:40:09,7154.65,Shopping,Electronics,Paid for electronics,UPI
2026-05-31 11:25:14,233.66,Food,Zomato/Swiggy,Burger & Fries,UPI
2026-06-14 08:33:34,224.45,Food,Zomato/Swiggy,Burger & Fries,UPI
2026-05-04 10:54:29,4398.65,Education,Online Course,Paid for online course,Credit Card
2026-02-08 23:37:17,240.54,Food,Zomato/Swiggy,Burger & Fries,Debit Card
2026-02-25 18:39:45,36.72,Travel,Metro Fare,Paid for metro fare,UPI
2026-03-23 22:33:20,748.54,Food,Restaurant,Paid for restaurant,UPI
2026-05-27 23:46:37,28.83,Snacks,Tea/Coffee,Chai at tapri,UPI
2026-04-14 21:52:09,339.65,Food,Zomato/Swiggy,Biryani order,UPI
2025-11-17 15:44:58,13.54,Travel,Auto/E-Rickshaw,Auto to college,Cash
2025-11-25 09:51:39,2955.11,Shopping,Clothes,Paid for clothes,UPI
2026-05-01 18:17:24,301.13,Food,Zomato/Swiggy,Pizza party,Debit Card
2026-03-12 23:03:17,11774.32,Shopping,Electronics,Paid for electronics,Credit Card
2026-02-17 09:46:21,115.72,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2025-10-21 17:43:07,789.13,Food,Restaurant,Paid for restaurant,UPI
2026-04-21 19:54:15,457.87,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,Credit Card
2026-04-09 12:53:32,40.09,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2026-05-26 08:21:53,207.37,Food,Groceries,Paid for groceries,Debit Card
2026-05-25 19:29:14,17.9,Travel,Auto/E-Rickshaw,Shared auto to market,UPI
2025-11-09 16:25:29,419.49,Food,Restaurant,Paid for restaurant,Debit Card
2026-01-15 16:23:48,60.3,Food,Groceries,Paid for groceries,Cash
2026-03-31 09:02:51,1031.51,Shopping,Clothes,Paid for clothes,UPI
2025-12-02 23:27:22,95.67,Education,Reference Books,Paid for reference books,UPI
2025-09-11 13:26:30,226.84,Food,Groceries,Paid for groceries,Debit Card
2026-02-12 11:58:19,270.14,Entertainment,Gaming Parlor,Paid for gaming parlor,Cash
2025-12-07 19:54:47,389.8,Education,Stationery,Paid for stationery,UPI
2026-06-22 10:26:57,326.6,Food,Restaurant,Paid for restaurant,UPI
2026-06-02 12:44:38,75.04,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2026-02-21 23:42:38,50.74,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2026-06-06 21:32:56,206.16,Food,Groceries,Paid for groceries,Debit Card
2026-04-04 18:02:46,753.04,Food,Restaurant,Paid for restaurant,UPI
2025-07-31 22:44:00,16.6,Snacks,Tea/Coffee,Chai & biscuits,UPI
2026-04-14 23:46:47,49.2,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-01-09 19:36:38,41.75,Travel,Auto/E-Rickshaw,Rickshaw from metro station,UPI
2025-11-17 10:58:17,762.97,Food,Restaurant,Paid for restaurant,UPI
2026-01-24 08:20:57,427.05,Entertainment,Movie Ticket,Movie with hostel mates,UPI
2026-03-31 18:15:06,320.06,Food,Restaurant,Paid for restaurant,Debit Card
2025-08-03 11:23:46,1699.82,Shopping,Clothes,Paid for clothes,Debit Card
2025-09-30 21:32:35,193.81,Entertainment,Movie Ticket,Popcorn and ticket,UPI
2026-03-15 11:15:08,284.03,Shopping,Toiletries,Paid for toiletries,UPI
2026-02-08 19:07:19,130.71,Food,Groceries,Paid for groceries,UPI
2026-02-05 22:35:21,299,Recharge,OTT Subscription,Paid for ott subscription,Debit Card
2026-02-09 08:28:39,561.8,Food,Restaurant,Paid for restaurant,UPI
2025-10-12 12:24:24,299.45,Other,Hostel Security,Paid for hostel security,Debit Card
2025-12-12 16:01:52,133.56,Food,Groceries,Paid for groceries,UPI
2025-12-22 09:07:26,109.15,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2026-02-09 08:18:53,304.04,Food,Zomato/Swiggy,Late night dessert,Debit Card
2026-02-09 18:55:14,557.43,Medical,First Aid,Paid for first aid,Debit Card
2025-12-11 18:46:51,28.38,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2026-01-12 14:32:52,145.09,Food,Groceries,Paid for groceries,UPI
2026-06-19 09:07:49,839,Recharge,Mobile Data,Paid for mobile data,Cash
2026-02-03 18:41:23,17.07,Travel,Auto/E-Rickshaw,Shared auto to market,UPI
2026-03-21 12:41:22,45.18,Travel,Auto/E-Rickshaw,Auto to college,Cash
2026-05-01 21:16:37,2572.4,Education,Online Course,Paid for online course,Debit Card
2026-03-09 16:38:43,213.74,Food,Zomato/Swiggy,Burger & Fries,UPI
2025-12-09 23:13:05,41.36,Travel,Metro Fare,Paid for metro fare,UPI
2025-12-28 16:18:26,649,Entertainment,Netflix/Spotify,Paid for netflix/spotify,UPI
2026-02-20 19:36:00,230.07,Food,Groceries,Paid for groceries,UPI
2026-04-10 13:06:22,808.17,Shopping,Footwear,Paid for footwear,Cash
2025-09-14 14:27:15,100.16,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2025-10-03 18:19:55,78.63,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-01-26 18:54:15,513.04,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,UPI
2026-06-11 23:33:20,437.28,Education,Stationery,Paid for stationery,Credit Card
2026-06-19 21:42:49,611.39,Food,Restaurant,Paid for restaurant,Debit Card
2026-05-12 20:54:16,796.48,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,UPI
2025-09-26 15:31:27,21.66,Snacks,Tea/Coffee,Cold coffee at canteen,Cash
2025-11-09 20:12:04,199,Entertainment,Netflix/Spotify,Paid for netflix/spotify,Cash
2026-05-20 19:03:22,481.03,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,Credit Card
2026-05-03 09:52:55,137.69,Shopping,Toiletries,Paid for toiletries,UPI
2026-02-09 15:24:16,474.23,Other,Miscellaneous,Paid for miscellaneous,UPI
2026-06-26 23:33:25,371.57,Food,Zomato/Swiggy,Biryani order,Debit Card
2026-05-11 11:29:03,78.87,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2025-09-05 10:39:07,56.97,Food,Groceries,Paid for groceries,Cash
2025-12-07 10:39:42,2075.49,Food,Hostel Mess,Paid for hostel mess,Debit Card
2026-06-23 18:03:07,274.54,Shopping,Toiletries,Paid for toiletries,Cash
2026-05-15 16:22:39,1661.31,Education,Exam Registration,Paid for exam registration,UPI
2026-02-02 19:11:04,28.21,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2025-11-12 15:14:21,1498.62,Shopping,Footwear,Paid for footwear,Credit Card
2025-12-07 20:07:56,446.91,Food,Zomato/Swiggy,Late night dessert,UPI
2026-03-31 11:02:23,666,Recharge,Mobile Data,Paid for mobile data,UPI
2025-11-21 23:12:22,544.15,Food,Restaurant,Paid for restaurant,UPI
2025-10-24 08:13:47,805.5,Other,Hostel Security,Paid for hostel security,UPI
2026-06-28 21:23:03,130.94,Food,Groceries,Paid for groceries,UPI
2026-04-07 13:58:12,471.79,Education,Stationery,Paid for stationery,UPI
2026-02-15 11:21:11,299,Entertainment,Netflix/Spotify,Paid for netflix/spotify,UPI
2026-03-29 14:47:47,730.33,Food,Restaurant,Paid for restaurant,Debit Card
2025-11-01 18:22:29,1024.99,Shopping,Clothes,Paid for clothes,UPI
2026-06-26 11:33:05,53.7,Travel,Auto/E-Rickshaw,Shared auto to market,UPI
2025-09-19 12:37:27,636.48,Food,Restaurant,Paid for restaurant,UPI
2026-05-15 11:01:53,43.53,Travel,Metro Fare,Paid for metro fare,Cash
2025-11-19 20:42:19,45.5,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2026-05-24 17:59:22,33.56,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-05-20 09:02:50,351.22,Food,Zomato/Swiggy,Biryani order,Debit Card
2026-04-13 14:13:30,299,Recharge,OTT Subscription,Paid for ott subscription,UPI
2026-04-21 17:16:40,949.86,Entertainment,Weekend Outing,Paid for weekend outing,Debit Card
2025-09-27 10:44:04,742.81,Shopping,Clothes,Paid for clothes,Debit Card
2025-09-28 15:50:44,372.12,Food,Restaurant,Paid for restaurant,UPI
2025-10-12 12:26:16,384.63,Shopping,Toiletries,Paid for toiletries,Debit Card
2026-01-20 10:17:43,57.03,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-04-26 16:43:33,89.57,Shopping,Toiletries,Paid for toiletries,UPI
2026-05-06 14:32:04,417.27,Food,Zomato/Swiggy,Late night dessert,UPI
2026-01-20 14:01:15,586.63,Food,Restaurant,Paid for restaurant,UPI
2026-03-02 22:31:09,427.56,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,UPI
2025-11-30 16:02:42,28.91,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-04-20 22:51:56,486.11,Entertainment,Movie Ticket,Movie with hostel mates,Cash
2026-04-16 22:12:45,16.55,Snacks,Tea/Coffee,Chai & biscuits,UPI
2026-01-25 11:01:48,288.32,Food,Restaurant,Paid for restaurant,UPI
2026-02-26 10:34:37,760.0,Food,Restaurant,Paid for restaurant,Debit Card
2025-11-30 14:28:32,1669.75,Entertainment,Weekend Outing,Paid for weekend outing,UPI
2026-06-18 08:07:30,352.0,Food,Restaurant,Paid for restaurant,UPI
2026-03-06 15:18:48,3251.16,Food,Hostel Mess,Paid for hostel mess,Credit Card
2026-03-26 23:46:25,78.88,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2026-01-23 16:49:33,25.91,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2026-02-01 10:16:04,17.82,Snacks,Tea/Coffee,Cold coffee at canteen,UPI
2026-06-16 14:32:57,725.78,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,UPI
2026-06-25 09:48:51,387.0,Food,Restaurant,Paid for restaurant,Cash
2025-10-04 21:07:58,454.09,Education,Stationery,Paid for stationery,UPI
2026-05-31 20:12:35,38.11,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-06-05 19:18:31,311.45,Travel,Uber/Ola Cab,Paid for uber/ola cab,UPI
2026-06-19 17:51:51,11.77,Snacks,Tea/Coffee,Chai at tapri,UPI
2025-12-14 11:27:51,280.37,Entertainment,Movie Ticket,Popcorn and ticket,UPI
2026-04-17 18:31:55,106.63,Food,Groceries,Paid for groceries,UPI
2026-06-07 22:01:29,17.93,Snacks,Tea/Coffee,Cold coffee at canteen,UPI
2026-04-09 10:43:40,299.23,Travel,Uber/Ola Cab,Paid for uber/ola cab,UPI
2026-03-28 16:26:10,649,Entertainment,Netflix/Spotify,Paid for netflix/spotify,Cash
2025-12-08 08:59:57,26.75,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-04-12 16:38:08,110.42,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2026-06-28 15:47:11,402.49,Food,Zomato/Swiggy,Burger & Fries,Credit Card
2026-03-02 21:24:49,2753.91,Food,Hostel Mess,Paid for hostel mess,Debit Card
2026-03-11 17:43:07,666,Recharge,Mobile Data,Paid for mobile data,UPI
2026-05-08 13:17:07,637.91,Other,Miscellaneous,Paid for miscellaneous,UPI
2026-04-06 12:56:29,319.83,Entertainment,Gaming Parlor,Paid for gaming parlor,Credit Card
2026-02-15 19:39:15,419.69,Food,Zomato/Swiggy,Burger & Fries,UPI
2025-10-04 13:02:09,356.96,Education,Stationery,Paid for stationery,UPI
2026-04-26 10:07:03,762.84,Food,Restaurant,Paid for restaurant,Credit Card
2026-06-10 21:30:39,486.12,Education,Stationery,Paid for stationery,Debit Card
2026-02-16 18:28:49,98.56,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2026-03-09 09:24:38,19.97,Snacks,Tea/Coffee,Chai at tapri,UPI
2025-09-02 09:51:23,2120.53,Food,Hostel Mess,Paid for hostel mess,UPI
2026-02-23 08:41:54,2009.25,Travel,Train/Flight Home,Paid for train/flight home,UPI
2026-02-04 19:10:07,1866.82,Education,Online Course,Paid for online course,Credit Card
2026-05-25 15:25:39,1364.41,Entertainment,Weekend Outing,Paid for weekend outing,Cash
2026-05-17 17:47:38,299,Entertainment,Netflix/Spotify,Paid for netflix/spotify,UPI
2026-06-05 13:04:32,844.72,Entertainment,Weekend Outing,Paid for weekend outing,Credit Card
2026-01-02 21:25:22,108.26,Food,Groceries,Paid for groceries,UPI
2025-10-20 20:41:01,199,Recharge,Mobile Data,Paid for mobile data,Debit Card
2026-03-09 14:20:42,24.82,Travel,Metro Fare,Paid for metro fare,UPI
2026-05-01 14:14:01,392.87,Food,Zomato/Swiggy,Late night dessert,Debit Card
2026-04-25 11:42:31,2107.5,Shopping,Clothes,Paid for clothes,Debit Card
2025-08-01 18:58:31,2252.9,Education,Exam Registration,Paid for exam registration,Credit Card
2025-07-23 18:15:50,61.85,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2025-09-21 10:37:43,151.84,Education,Stationery,Paid for stationery,UPI
2026-05-31 18:51:09,280.09,Entertainment,Gaming Parlor,Paid for gaming parlor,Credit Card
2025-10-08 20:17:22,74.8,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-04-17 18:24:20,2093.39,Shopping,Clothes,Paid for clothes,Debit Card
2026-06-28 18:14:06,305.77,Food,Restaurant,Paid for restaurant,UPI
2026-05-11 09:52:59,4243.18,Travel,Train/Flight Home,Paid for train/flight home,Debit Card
2025-12-08 23:55:00,3530.09,Travel,Train/Flight Home,Paid for train/flight home,UPI
2026-01-27 20:23:37,1787.28,Education,Exam Registration,Paid for exam registration,Credit Card
2026-05-14 12:23:16,499,Recharge,OTT Subscription,Paid for ott subscription,Debit Card
2025-09-27 20:44:42,4625.31,Shopping,Electronics,Paid for electronics,Credit Card
2026-04-15 23:20:30,2237.41,Travel,Train/Flight Home,Paid for train/flight home,Debit Card
2026-05-19 16:07:36,351.65,Food,Zomato/Swiggy,Late night dessert,Debit Card
2026-01-25 08:51:56,118.92,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2026-01-22 12:57:42,377.53,Shopping,Toiletries,Paid for toiletries,UPI
2026-04-25 21:24:25,1809.51,Shopping,Clothes,Paid for clothes,Debit Card
2026-03-15 11:46:03,417.0,Food,Zomato/Swiggy,Pizza party,Credit Card
2025-11-28 19:57:31,778.83,Other,Hostel Security,Paid for hostel security,Credit Card
2026-03-01 17:46:16,115.81,Education,Stationery,Paid for stationery,UPI
2026-03-29 11:19:05,690.57,Food,Restaurant,Paid for restaurant,UPI
2025-12-31 15:24:30,2815.68,Shopping,Footwear,Paid for footwear,UPI
2026-05-09 17:50:24,338.15,Food,Restaurant,Paid for restaurant,UPI
2026-05-12 19:04:56,442.36,Food,Restaurant,Paid for restaurant,UPI
2026-03-30 11:06:27,3423.56,Travel,Train/Flight Home,Paid for train/flight home,UPI
2026-02-15 17:35:31,203.57,Food,Zomato/Swiggy,Pizza party,Debit Card
2026-03-04 15:36:37,60.71,Food,Groceries,Paid for groceries,UPI
2026-05-16 14:11:38,505.22,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,UPI
2025-10-27 15:53:49,138.62,Shopping,Toiletries,Paid for toiletries,UPI
2026-01-30 10:28:15,642.91,Food,Restaurant,Paid for restaurant,Debit Card
2026-03-05 08:12:06,575.71,Food,Restaurant,Paid for restaurant,Debit Card
2026-01-04 09:16:34,644.49,Food,Restaurant,Paid for restaurant,UPI
2025-10-08 19:13:02,764.66,Food,Restaurant,Paid for restaurant,UPI
2026-05-11 22:54:20,1129.98,Entertainment,Weekend Outing,Paid for weekend outing,UPI
2025-08-26 21:04:31,47.38,Snacks,Chips & Biscuits,Paid for chips & biscuits,Cash
2026-06-20 23:28:19,1829.34,Shopping,Footwear,Paid for footwear,UPI
2026-04-07 14:16:26,241.74,Medical,Pharmacy,Paid for pharmacy,Cash
2026-01-16 08:34:00,795.44,Food,Restaurant,Paid for restaurant,UPI
2025-12-03 20:03:24,166.12,Education,Stationery,Paid for stationery,UPI
2026-06-27 21:38:29,2366.79,Shopping,Footwear,Paid for footwear,Debit Card
2026-03-16 20:28:01,23.33,Travel,Auto/E-Rickshaw,Rickshaw from metro station,UPI
2026-01-07 17:52:40,5021.0,Travel,Train/Flight Home,Paid for train/flight home,Credit Card
2026-04-22 19:17:47,428.47,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,UPI
2026-05-23 11:17:46,38.77,Snacks,Chips & Biscuits,Paid for chips & biscuits,Cash
2026-05-06 08:28:24,9326.24,Shopping,Electronics,Paid for electronics,Debit Card
2025-12-13 10:00:44,359.22,Education,Stationery,Paid for stationery,UPI
2026-02-19 08:54:58,38.44,Travel,Metro Fare,Paid for metro fare,Cash
2026-05-29 12:05:17,24.32,Snacks,Tea/Coffee,Chai at tapri,UPI
2026-05-02 15:10:24,495.49,Entertainment,Gaming Parlor,Paid for gaming parlor,Debit Card
2026-04-03 23:18:09,277.89,Education,Stationery,Paid for stationery,UPI
2026-02-16 12:42:50,417.77,Food,Restaurant,Paid for restaurant,UPI
2026-01-07 12:36:08,29.51,Snacks,Tea/Coffee,Chai at tapri,UPI
2025-10-22 14:07:19,115.77,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2025-10-07 21:26:34,2208.75,Food,Hostel Mess,Paid for hostel mess,UPI
2026-05-18 15:09:35,423.49,Travel,Uber/Ola Cab,Paid for uber/ola cab,Cash
2026-01-10 20:00:27,13.66,Snacks,Tea/Coffee,Chai & biscuits,UPI
